"1998","Num studies:1","","2000","Num studies:1","","2001","Num studies:1","","2002","Num studies:2","","2003","Num studies:5","","2004","Num studies:4","","2005","Num studies:8","","2006","Num studies:5","","2007","Num studies:3","","2008","Num studies:11","","2009","Num studies:13","","2010","Num studies:14","","2011","Num studies:12","","2012","Num studies:18","","2013","Num studies:17","","2014","Num studies:19","","2015","Num studies:14","","2016","Num studies:30","","2017","Num studies:32","","2018","Num studies:21","","2019","Num studies:35","","2020","Num studies:20","","2021","Num studies:2","","No Start Date","Num studies:4",""
"million",1,"1.3333333333333333%","data",3,"0.7537688442211056%","weeks",3,"0.9523809523809523%","according",3,"0.48488360861586016%","imaging",4,"0.8236453201970443%","as",4,"0.2994011976047904%","from",5,"0.1417937435959255%","cortical",5,"0.3367003367003367%","we",9,"0.14231499051233396%","1",9,"0.7022187352476262%","down",14,"0.26212889475898826%","which",9,"0.28687521387201503%","at",11,"0.2579231621368938%","years",16,"0.23962120010269317%","tests",9,"0.12827266481334149%","are",22,"0.31495895470783636%","behavioral",10,"0.326246603510318%","from",38,"0.22157415527155447%","1",22,"0.22309188476642305%","months",27,"0.3361320010093969%","an",47,"0.2943310984831677%","from",20,"0.27598017348769355%","interest",1,"0.4672897196261682%","life",8,"1.7824903202301101%"
"population",1,"1.3333333333333333%","interim",3,"0.7537688442211056%","outcome",3,"0.9523809523809523%","clinical",3,"0.5172413793103449%","biomarkers",4,"0.27586206896551724%","purpose",3,"1.008183632734531%","dcb-ad1",5,"0.13297872340425532%","neuronal",5,"0.35410603207213376%","have",8,"0.2956798731929616%","months",9,"0.41020471220655474%","stimulation",14,"0.19246377646827167%","re",9,"0.09236453201970443%","have",11,"0.2659163023788231%","an",16,"0.17779758197997228%","brain",8,"0.2891520648856264%","1",20,"0.33113408021471313%","receive",10,"0.20037977737911644%","group",36,"0.20714682939251633%","stimulation",22,"0.10984421921921923%","brain",27,"0.26052202163357135%","brain",46,"0.35955949231488565%","brain",20,"0.4362186367585556%","recent",1,"0.4672897196261682%","mg",8,"0.16963528413910092%"
"in",1,"1.3333333333333333%","summary",3,"0.7537688442211056%","measures",3,"0.9523809523809523%","dementias",3,"0.5172413793103449%","at",4,"0.21530698065601345%","patients",3,"1.4768115942028985%","3",4,"0.6126622205778354%","degeneration",5,"0.3367003367003367%","an",8,"0.21109104349085148%","memantine",9,"0.37565740045078894%","have",13,"0.2933268240588818%","intervention",9,"0.1331222144030026%","patient",11,"0.3580412008403521%","we",16,"0.4321316370001232%","have",8,"0.26220089154408416%","changes",19,"0.3442028342342626%","neuropsychological",9,"0.11418421720375539%","data",35,"0.11282827426188133%","memory",21,"0.19509628501242698%","clinical",27,"0.13780729040078107%","people",45,"0.18667483710708238%","subjects",19,"0.29772716204065885%","demonstrated",1,"0.4672897196261682%","quality",7,"1.7612859097127225%"
"uk",1,"1.3333333333333333%","reports",3,"0.7537688442211056%","outcomes",3,"0.9523809523809523%","familial",3,"0.5172413793103449%","mild",4,"0.3665024630541872%","mild",3,"1.008183632734531%","efficacy",4,"0.2916516408222142%","techniques",5,"0.35410603207213376%","research",8,"0.3151884145702611%","placebo",8,"0.19345017676420673%","dbs",13,"0.18333885631132305%","these",9,"0.2992940178940885%","therapy",11,"0.2431341827999651%","have",15,"0.2875401496920716%","changes",8,"0.3178413435840925%","mild",17,"0.3371423343822212%","from",9,"0.22444988950588182%","which",34,"0.19328465133753%","may",20,"0.28814101062215125%","changes",26,"0.17762240798182946%","it",44,"0.3282456978355049%","data",19,"0.2440506546998677%","how",1,"0.4672897196261682%","-",7,"1.7859102928703288%"
"from",1,"1.3333333333333333%","is",2,"0.5025125628140703%","also",3,"0.9523809523809523%","gene",3,"0.5172413793103449%","changes",4,"0.8236453201970443%","an",3,"0.2748502994011976%","mild",4,"0.5631354761358367%","analysis",5,"0.3367003367003367%","groups",8,"0.3151884145702611%","participants",8,"0.18949894656611643%","11c-pib",13,"0.1466275659824047%","tamibarotene",9,"0.2782931354359926%","amyloid",10,"0.18062049853634407%","also",15,"0.2967035308434289%","subjects",8,"0.3215253549119832%","have",17,"0.24194125608845246%","weeks",9,"0.15709993710523415%","subjects",34,"0.20774849611295004%","not",20,"0.16826073742063463%","patient",25,"0.22722144968013872%","use",43,"0.1414444125252728%","after",18,"0.3939949805709876%","can",1,"0.4672897196261682%","5",7,"0.3137785194126321%"
"1998",1,"1.3333333333333333%","16",2,"0.5025125628140703%","study",2,"0.6349206349206349%","candidate",3,"0.5172413793103449%","cerebrospinal",4,"0.3211822660098522%","other",3,"0.2497005988023952%","2",4,"0.4819666449670056%","clinical",5,"0.7163415414134954%","each",8,"0.3151884145702611%","at",8,"0.19652178822837038%","years",12,"0.4484255499440143%","parkinson",9,"0.6159147869674185%","mild",9,"0.3149886990853395%","impairment",14,"0.31461050892101006%","from",8,"0.41374652420978186%","has",17,"0.3036641055460323%","disorders",8,"0.6894948331452818%","also",33,"0.24640908529903424%","these",20,"0.2704122583104164%","from",25,"0.23349554057812835%","research",41,"0.16066421065977482%","has",18,"0.319956534870984%","activate",1,"0.4672897196261682%","effects",7,"0.18963409272071735%"
"2016",1,"1.3333333333333333%","use",2,"0.5025125628140703%","mild",2,"0.6349206349206349%","identifying",3,"0.5172413793103449%","fluid",4,"0.3211822660098522%","mci",3,"0.3%","aab-001",4,"0.5208333333333334%","mci",5,"0.3853188635532252%","session",8,"0.1265022137887413%","2",7,"0.32093116716089576%","slow",12,"0.17421393615437444%","three",8,"0.22915270359951928%","weeks",9,"0.30393931552412695%","not",14,"0.2272642558556612%","which",8,"0.28313290309145295%","clinical",16,"0.33880485825694323%","investigator",8,"0.10149708195889369%","intervention",33,"0.32775998224764247%","deep",20,"0.0815503003003003%","care",25,"0.29663395328218944%","subjects",38,"0.31588883470929446%","clinical",17,"0.33582117613585794%","been",1,"0.4672897196261682%","behavioral",7,"0.27257530031362803%"
"caliber",1,"1.3333333333333333%","costs",2,"0.5025125628140703%","moderate",2,"0.6349206349206349%","goal",2,"0.2801120448179272%","mri",4,"0.3211822660098522%","group",3,"0.2497005988023952%","include",4,"0.16977108540305455%","brain",5,"0.45805341580199077%","been",7,"0.27986709646936897%","an",7,"0.2109086673945708%","at",12,"0.37619410220554284%","effects",8,"0.2687653655282086%","early",9,"0.19948845870455703%","between",14,"0.4125627526274865%","an",8,"0.19853708736169717%","from",15,"0.12840708871762888%","effect",8,"0.29072883463896176%","pet",33,"0.1811420855116106%","2",19,"0.14994516079649647%","mild",24,"0.4292634300137884%","care",38,"0.09877128441714428%","which",17,"0.24122242563105384%","however",1,"0.4672897196261682%","psychotic",7,"0.1484308736217133%"
"matched",1,"1.3333333333333333%","2008",2,"0.5025125628140703%","1",2,"0.6349206349206349%","determine",2,"0.2801120448179272%","diagnostic",4,"0.3665024630541872%","18",3,"0.3%","can",4,"0.22434417189103464%","examine",5,"0.47085673247068965%","hospital",7,"0.11068943706514865%","pathology",6,"0.2614328995496766%","safety",11,"0.3052546727477558%","an",8,"0.302980178025164%","project",9,"0.2140254987861189%","by",14,"0.192636106365347%","two",8,"0.3013313212264197%","mnemonic",14,"0.03552758463178196%","participants",8,"0.1329142217691688%","dementia",31,"0.23996553090687078%","subjects",19,"0.3220344808473339%","subjects",24,"0.3921254237596521%","clinical",36,"0.3020828328675145%","between",17,"0.28617496732196146%","mainly",1,"0.4672897196261682%","perphenazine",7,"0.1484308736217133%"
"case-control",1,"1.3333333333333333%","center",2,"0.5025125628140703%","performance",2,"0.6349206349206349%","administration",2,"0.2801120448179272%","early",4,"0.8689655172413794%","groups",3,"0.3%","no",4,"0.1328280392984148%","levodopa",5,"0.7874015748031497%","blood",7,"0.11068943706514865%","may",6,"0.20973147732019684%","determine",11,"0.48258049477565695%","changes",8,"0.35734386821271086%","intervention",9,"0.1880708994138167%","controls",14,"0.33566426840317265%","group",8,"0.18923161185920262%","interview",14,"0.03552758463178196%","test",8,"0.2808227702081724%","it",30,"0.20383213779655537%","can",18,"0.15209103918255468%","these",24,"0.23943766952503273%","evaluate",36,"0.42907788576739525%","stimulation",17,"0.34284146226174717%","concerned",1,"0.4672897196261682%","et",7,"0.1484308736217133%"
"design",1,"1.3333333333333333%","-",2,"0.5025125628140703%","2",2,"0.6349206349206349%","shown",2,"0.2801120448179272%","baseline",4,"0.300997236573351%","baseline",3,"0.2497005988023952%","dementia",4,"0.11519799891507444%","or",5,"0.5307879680507563%","whether",7,"0.11068943706514865%","we",6,"0.1295616497516735%","treatment",11,"0.25143557925439397%","between",8,"0.2025965345732043%","dementia",9,"0.15953083510521218%","months",14,"0.15099508891307853%","intervention",8,"0.1715256385691335%","these",14,"0.1264843188310569%","between",8,"0.38079028385523733%","patient",30,"0.16091451708031182%","mild",18,"0.24866693588747257%","-",23,"0.2173310932313071%","group",36,"0.21900726429051304%","tdcs",17,"0.1756198347107438%","young",1,"0.4672897196261682%","al",7,"0.1484308736217133%"
"was",1,"1.3333333333333333%","north",2,"0.5025125628140703%","design",2,"0.6349206349206349%","delay",2,"0.2801120448179272%","two",4,"0.21530698065601345%","after",3,"0.2245508982035928%","trial",4,"0.12401301910674462%","rosiglitazone",5,"0.3597122302158273%","facial",7,"0.11068943706514865%","12",6,"0.18101462143893923%","performed",11,"0.4428217224746213%","most",8,"0.31231640354864%","protein",9,"0.1294295121083847%","2",13,"0.28327929891160397%","investigators",7,"0.1373902737292622%","2",14,"0.18100933547639508%","-",8,"0.24255289267001184%","have",29,"0.274643482714609%","clinical",18,"0.23758223203622938%","2",22,"0.31238455016927075%","activities",36,"0.1157629009414011%","investigators",16,"0.3555382396840895%","adults",1,"0.4672897196261682%","this",6,"0.4579217546861632%"
"used",1,"1.3333333333333333%","iowa",2,"0.5025125628140703%","used",2,"0.6349206349206349%","progression",2,"0.2801120448179272%","test",4,"0.32613240418118467%","impact",3,"0.2245508982035928%","has",4,"0.11519799891507444%","alzheimer",4,"0.6141900833298339%","using",7,"0.11068943706514865%","trial",6,"0.21866671950711025%","6",11,"0.20344175154156013%","tasks",8,"0.11508913910391742%","care",9,"0.2534086520220125%","3",13,"0.15519275165212434%","randomized",7,"0.37817157356103415%","subject",14,"0.06054570051123051%","according",8,"0.11915716948632642%","3",29,"0.17775435382742633%","metabolism",18,"0.14263310327977222%","impairment",21,"0.23580865028776687%","mild",34,"0.4180163578516834%","extension",15,"0.1989389920424403%","until",1,"0.4672897196261682%","trial",6,"0.31317571844474645%"
"investigate",1,"1.3333333333333333%","health",2,"0.5025125628140703%","months",2,"0.6349206349206349%","rate",2,"0.2801120448179272%","an",4,"0.32613240418118467%","member",3,"0.2245508982035928%","such",4,"0.25093991657188575%","data",4,"0.26936026936026936%","et",7,"0.11068943706514865%","moderate",6,"0.4171750918717685%","their",10,"0.25621231922342447%","brain",8,"0.4577805453182005%","two",9,"0.22904180981692554%","different",13,"0.114446637734947%","dementia",7,"0.2937310769846374%","after",14,"0.21702064173709318%","two",7,"0.14507050150772585%","biomarkers",27,"0.1420343929901114%","used",18,"0.2032332038281614%","longitudinal",21,"0.08493856205621807%","also",34,"0.17848193227245412%","first",15,"0.21457517377582264%","now",1,"0.4672897196261682%","we",6,"0.23023451085183577%"
"causes",1,"1.3333333333333333%","quality",2,"0.5025125628140703%","follow-up",2,"0.6349206349206349%","decline",2,"0.2801120448179272%","stress",4,"0.1951219512195122%","dementia",3,"1.6304347826086956%","size",4,"0.10638297872340426%","project",4,"0.26936026936026936%","al",7,"0.11068943706514865%","function",6,"0.1817912056470547%","patient",10,"0.24340513679804351%","social",8,"0.18613308515588645%","tms",9,"0.16853932584269662%","brain",13,"0.3854827743590719%","symptoms",7,"0.20434315649880036%","visit",14,"0.11918316479489202%","tests",7,"0.08901605540934561%","groups",27,"0.193143521545351%","studies",17,"0.14071822875895115%","can",20,"0.1645791406332768%","1",34,"0.21214421696134644%","patient",15,"0.17845079389854063%","little",1,"0.4672897196261682%","000",6,"0.2508361204013378%"
"hospitalization",1,"1.3333333333333333%","partners",2,"0.5025125628140703%","are",2,"0.6349206349206349%","therapeutic",2,"0.2801120448179272%","parent",4,"0.1951219512195122%","efficacy",2,"0.908183632734531%","larger",4,"0.10638297872340426%","we",4,"0.5397810122219571%","participant",7,"0.11068943706514865%","those",6,"0.13840926958604471%","normal",10,"0.14757311454240177%","from",7,"0.22519871667525285%","computerized",9,"0.20288865437540093%","fluid",13,"0.23264614343295578%","imaging",7,"0.09228887913259946%","3",14,"0.2651371309855082%","same",7,"0.12022708652430711%","after",27,"0.11516609154715503%","trial",17,"0.2696207138867076%","3",20,"0.24132851211201714%","memory",34,"0.2253023101353166%","can",14,"0.15811493525904613%","known",1,"0.4672897196261682%","ingested",6,"0.2508361204013378%"
"death",1,"1.3333333333333333%","they",2,"0.5025125628140703%","power",2,"0.6349206349206349%","including",2,"0.2801120448179272%","caregiving",4,"0.1951219512195122%","placebo",2,"1.3768115942028984%","if",4,"0.10638297872340426%","potential",4,"0.28676596473206645%","lithium",6,"0.6024096385542169%","arm",6,"0.2632192543848286%","mild",10,"0.25209460202933115%","known",7,"0.32680536329364285%","practice",9,"0.15306122448979592%","caregiver",13,"0.10317460317460318%","all",7,"0.10953905672042279%","risk",14,"0.1635916740215578%","scores",7,"0.14507050150772585%","can",26,"0.2203320599456632%","test",16,"0.12593487687128385%","caregivers",19,"0.1924049390221922%","which",33,"0.22064968223727263%","been",14,"0.26232831261423134%","about",1,"0.4672897196261682%","cognitive",6,"0.33377732799424853%"
"comparing",1,"1.3333333333333333%","spring",2,"0.5025125628140703%","5",2,"0.6349206349206349%","population",2,"0.2801120448179272%","from",4,"0.3916376306620209%","identify",2,"0.2%","or",4,"0.16095606521138436%","phase",4,"0.9242085065558043%","use",6,"0.2640543197457763%","diseases",6,"0.1265555789917739%","curcumin",10,"0.5027652086475616%","emotions",7,"0.16286644951140067%","efficacy",8,"0.3014481444436091%","normal",12,"0.31675882947371903%","pet",7,"0.5051991844798139%","diagnosis",14,"0.337037492216688%","it",7,"0.1816565989044427%","these",26,"0.22319552920509575%","whether",16,"0.18116558621652484%","also",19,"0.22707126396957839%","function",33,"0.22973258173580788%","their",14,"0.2567569140109526%","relationship",1,"0.4672897196261682%","type",6,"0.20963290130233375%"
"individuals",1,"1.3333333333333333%","2010",2,"0.5025125628140703%","analysis",2,"0.6349206349206349%","trials",2,"0.2801120448179272%","-",4,"0.9876543209876543%","predictors",2,"0.2%","weeks",4,"0.2701022381873446%","fmri",4,"0.3389830508474576%","include",6,"0.7455240923882256%","factors",6,"0.1265555789917739%","evaluate",10,"0.13978537227272947%","purpose",6,"0.6919271204985492%","moderate",8,"0.3523440485789841%","5",12,"0.14799303437770564%","-",7,"0.28827991257417235%","research",13,"0.1995583692021005%","index",7,"0.15265114287660436%","impairment",26,"0.18415446656982395%","there",16,"0.16534969587584317%","eeg",19,"0.09892252008242781%","we",33,"0.11149077335615407%","two",13,"0.16849370624131596%","between",1,"0.4672897196261682%","il-6",6,"0.2508361204013378%"
"without",1,"1.3333333333333333%","mathematica",2,"0.5025125628140703%","analyses",2,"0.6349206349206349%","as",2,"0.2801120448179272%","some",4,"0.45714285714285713%","deterioration",2,"0.2%","ibuprofen",4,"0.3246753246753247%","functional",4,"0.4117176030962232%","about",6,"0.17946549004366616%","including",5,"0.14199014415785519%","months",10,"0.19431683138461153%","evaluate",6,"0.34840443003708316%","time",8,"0.35862767554310243%","these",12,"0.2199344840691301%","performance",7,"0.2048452520637079%","their",13,"0.3081920138883783%","eeg",7,"0.09025270758122743%","their",26,"0.12388999603732352%","investigators",16,"0.17871111313477836%","6",18,"0.22577006452085482%","2",33,"0.14015637513222498%","studies",13,"0.1657210866053652%","aim",1,"0.4672897196261682%","weeks",6,"0.2719724993457424%"
"incident",1,"1.3333333333333333%","policy",2,"0.5025125628140703%","covariance",2,"0.6349206349206349%","useful",2,"0.3124698155124119%","cognitively",3,"0.20689655172413796%","using",2,"0.17485029940119762%","participants",4,"0.3246753246753247%","healthy",4,"0.6299212598425197%","patients",6,"0.6609352626861155%","progression",5,"0.15196219243156617%","an",10,"0.2292643684911318%","mild",6,"0.4828239240624884%","clinical",8,"0.3333782757068941%","participants",12,"0.21022163930039328%","these",7,"0.2103757599725124%","art",12,"0.03045221539867025%","tms",7,"0.10893246187363835%","management",26,"0.17400436159030433%","data",16,"0.15279604329321617%","cg",18,"0.05462988254575253%","activity",32,"0.10677119875983629%","also",13,"0.2064892031704005%","current",1,"0.4672897196261682%","all",6,"0.2719724993457424%"
