"1988","Num studies:1","","1994","Num studies:1","","1995","Num studies:6","","1996","Num studies:3","","1997","Num studies:3","","1998","Num studies:4","","1999","Num studies:11","","2000","Num studies:20","","2001","Num studies:18","","2002","Num studies:18","","2003","Num studies:39","","2004","Num studies:45","","2005","Num studies:42","","2006","Num studies:54","","2007","Num studies:92","","2008","Num studies:86","","2009","Num studies:111","","2010","Num studies:87","","2011","Num studies:85","","2012","Num studies:90","","2013","Num studies:85","","2014","Num studies:83","","2015","Num studies:100","","2016","Num studies:93","","2017","Num studies:73","","2018","Num studies:87","","2019","Num studies:72","","2020","Num studies:40","","2021","Num studies:38","","2022","Num studies:6","","No Start Date","Num studies:19",""
"for",3,"1.075268817204301%","energy",3,"0.5514705882352942%","dose",11,"0.45333946215923965%","family",6,"0.3448275862068966%","two",8,"0.6550798439016917%","1",7,"0.35070140280561124%","phase",12,"0.3134796238244514%","by",19,"0.34774844244897446%","phase",29,"0.28824305437234393%","care",19,"0.27543743076269367%","who",36,"0.3406997851809204%","by",42,"0.4126416012619185%","cognitive",39,"0.4059844118649651%","subjects",52,"1.020025556874244%","by",68,"0.31518590953247133%","dementia",58,"0.4254747112408818%","from",92,"0.27657596035298077%","as",61,"0.38020327891620603%","at",72,"0.26391876011311%","treatment",106,"0.5572819287340165%","or",124,"0.5206168794778389%","an",80,"0.4865881747680744%","cognitive",122,"0.468250246255802%","or",96,"0.4369416086435402%","are",103,"0.4764985598526009%","an",110,"0.3785603042272113%","an",88,"0.39785800738039484%","on",48,"0.3498162517139837%","or",42,"0.49270152249448473%","mri",13,"0.2158034528552457%","as",28,"0.36214309558861313%"
"as",2,"0.7168458781362007%","from",3,"0.5514705882352942%","cognitive",10,"0.4469917566469291%","this",5,"0.9896461145058911%","cognitive",8,"1.0194820308821446%","evaluate",6,"1.539576367219118%","months",11,"0.3241836711515369%","memory",19,"0.3912437925216665%","placebo",27,"0.4858499944980373%","patient",19,"0.19115556074470236%","treatment",36,"0.4633087901880841%","galantamine",42,"0.255994945298435%","measures",38,"0.2188284662986245%","have",49,"0.23915812862832972%","imaging",65,"0.3048968444136304%","by",56,"0.24449943460465554%","at",86,"0.34372268542082623%","exercise",60,"0.20676604783184088%","mild",69,"0.5958694326169781%","dementia",97,"0.3895405121724248%","dementia",110,"0.3646523629075527%","cognitive",79,"0.31938527014461593%","an",121,"0.4182726665812709%","dementia",91,"0.4833284090581048%","at",94,"0.31236307678137853%","treatment",106,"0.4969727658442648%","at",83,"0.2911507978244868%","care",46,"0.5714612915880317%","older",40,"0.30605304300633823%","patients",12,"0.4592404231371732%","twice",28,"0.3937185664954041%"
"new",2,"0.7168458781362007%","into",3,"0.5514705882352942%","or",9,"0.3037424524575362%","it",5,"0.9110629571049996%","may",7,"0.4667559267642152%","safety",6,"0.3787519328350294%","as",11,"0.8064741915581505%","ad",19,"0.6642029336637967%","receive",26,"0.4092125568167646%","have",18,"0.2709703930875124%","have",36,"0.28063826607679354%","an",37,"0.41290339812884513%","participants",35,"0.2930952890611562%","caregivers",49,"0.18326574304252355%","have",64,"0.2268243022970062%","from",51,"0.3160476682410378%","-",82,"0.2529585090229727%","subjects",57,"0.5093936340552596%","subjects",68,"0.6025318587601848%","have",96,"0.3066020660425352%","an",102,"0.46185582508106726%","from",76,"0.4188508967974722%","1",120,"0.3249086715487552%","are",86,"0.28837300785527725%","brain",88,"0.340869017478777%","at",96,"0.30208143962310113%","brain",73,"0.2163495548137677%","intervention",44,"0.3376771401833908%","people",40,"0.21030063813416047%","subjects",12,"1.2956794520639572%","sleep",28,"0.37993766406897533%"
"have",2,"0.7168458781362007%","that",3,"0.5514705882352942%","increased",9,"0.27958166393920586%","caregiving",5,"0.28735632183908044%","be",7,"0.4667559267642152%","dose",6,"0.39828961544258434%","drug",11,"0.3032615048390031%","cognitive",19,"0.47556603123524466%","day",24,"0.46479701785842525%","risk",17,"0.26261539238395404%","at",33,"0.2793599231401391%","dementia",37,"0.4603398603732877%","dementia",35,"0.3247675175087143%","as",48,"0.3023883955397449%","on",64,"0.44694367662821505%","safety",50,"0.8684563092467338%","an",71,"0.29554809674758714%","dementia",52,"0.25903580478641947%","treatment",65,"0.44858095782313095%","an",85,"0.371949100905429%","participants",90,"0.35189848165313437%","brain",70,"0.3531275096056938%","are",118,"0.26921721887181166%","group",77,"0.20170052058566673%","treatment",85,"0.4518861371124727%","subjects",96,"0.5805445788986274%","participants",70,"0.35394117389903895%","patients",40,"0.4426730192133553%","patients",38,"0.44451030283573817%","who",12,"0.380857847462019%","dementia",26,"0.30914782084354825%"
"disorders",2,"0.7168458781362007%","cell",3,"0.5514705882352942%","by",9,"0.6218684299985523%","caregivers",5,"0.28735632183908044%","doses",7,"0.4667559267642152%","6",6,"0.4178272980501393%","have",10,"0.29922022334345955%","are",17,"0.3373084347240538%","who",24,"0.4090400193606485%","participants",17,"0.2748520254700384%","an",32,"0.4661365803282908%","have",34,"0.2627889023174689%","care",35,"0.18107617174289725%","are",48,"0.3007018957415272%","safety",60,"0.7762668521003687%","an",48,"0.3161553372791788%","dementia",68,"0.21566466299107412%","group",50,"0.2753892354358667%","by",63,"0.33125594677915%","-",80,"0.26196074009576936%","clinical",86,"0.3231544881004781%","at",70,"0.30804800511674707%","subjects",112,"0.5765887599469253%","an",77,"0.3331688595094539%","care",76,"0.22092614567421898%","are",95,"0.3102484902464417%","subjects",69,"0.49823833832998043%","an",40,"0.4670785871941705%","group",38,"0.32957960678884374%","are",12,"0.33801555992670723%","galantamine",25,"0.3726619701596015%"
"require",2,"0.7168458781362007%","diseases",3,"0.5514705882352942%","behavioral",9,"0.41328035112929323%","across",5,"0.28735632183908044%","receive",7,"0.46303675603302624%","change",6,"0.35921425022747444%","effects",10,"0.33870855325667676%","decline",15,"0.3471605813794427%","clinical",23,"0.40183199141534814%","intervention",17,"0.23992519712744706%","memory",29,"0.3992600148712682%","memory",34,"0.39104087300443485%","brain",30,"0.36515589016262245%","cognitive",45,"0.25685570762467647%","cognitive",60,"0.36156883081076235%","have",47,"0.19771582943955632%","treatment",68,"0.3367205564882858%","mild",49,"0.583081411791285%","have",59,"0.166166137521479%","2",76,"0.3391513892231774%","have",84,"0.265851923405886%","-",62,"0.21972589153458527%","group",111,"0.3297262490297236%","subjects",77,"0.5162054235373285%","an",72,"0.28063347728806576%","1",84,"0.32098929780934626%","group",62,"0.2653982018028257%","3",34,"0.1992505743347523%","caregivers",38,"0.4466475540364963%","disorders",11,"0.47876959641665523%","have",24,"0.4331175012430569%"
"samples",2,"0.7168458781362007%","changes",3,"0.5514705882352942%","are",9,"0.25747982619491%","lithium",5,"1.6501650165016502%","safety",6,"0.39927954349835826%","score",6,"0.39828961544258434%","cholinergic",10,"0.33810066775944636%","trial",14,"0.3846860859234841%","trial",23,"0.4574174560178517%","bathing",17,"0.15486538092921073%","clinical",28,"0.2894824509950497%","from",33,"0.1893508373798869%","caregiver",30,"0.2969366925811666%","their",45,"0.21755949409599834%","clinical",57,"0.28797695248753546%","clinical",41,"0.2209822865129213%","clinical",68,"0.2685644884616779%","brain",45,"0.2479586893122812%","-",59,"0.28914093983612155%","placebo",76,"0.30896409518594237%","from",84,"0.24284914922140652%","1",59,"0.28525153067465053%","2",96,"0.2205879622736434%","from",75,"0.29227451046423375%","subjects",71,"0.6013273820371783%","from",81,"0.2738119064613685%","training",62,"0.17723682656937%","subjects",33,"0.42250866999948294%","are",35,"0.20442155593919387%","day",11,"1.0796699872105566%","trial",21,"0.449529039625546%"
"psychosocial",2,"0.7168458781362007%","this",3,"0.5514705882352942%","safety",8,"0.35060609170933366%","brain",4,"0.932174850138075%","from",6,"0.6428341966071918%","scale",6,"0.3396765676199195%","who",10,"0.23709384918257204%","months",14,"0.3502325303449131%","may",23,"0.3585649977439132%","caregivers",17,"0.21641448105742553%","safety",26,"0.6477200953511052%","clinical",33,"0.2782770990393508%","determine",29,"0.3858809606573333%","clinical",43,"0.3740723335188829%","dementia",54,"0.27056611235450756%","mild",38,"0.5885240370050385%","pet",68,"0.32749305015699914%","safety",42,"0.8951776186296845%","from",54,"0.27826971701777165%","group",72,"0.2501059311110274%","brain",83,"0.44130746971366813%","intervention",54,"0.17817834530404728%","brain",93,"0.34901698037455475%","treatment",74,"0.3712037250055054%","have",70,"0.2603545396612497%","memory",80,"0.2537675184168686%","2",60,"0.26483149031792247%","brain",33,"0.2630906151663064%","have",35,"0.2838285329440911%","hospital",11,"0.3521268461507505%","1",20,"0.26118998401556626%"
"their",2,"0.7168458781362007%","study",3,"0.5514705882352942%","galantamine",8,"0.3367003367003367%","cells",4,"0.54421768707483%","determine",6,"0.6428341966071918%","this",5,"2.080401607443156%","receptors",10,"0.24349028934291897%","their",13,"0.22874766552020737%","participants",23,"0.35926830229793855%","as",15,"0.3485839525553984%","group",26,"0.18470449804689099%","daily",32,"0.3898202441112542%","months",29,"0.18575502785450804%","patient",38,"0.13795703753805025%","2",53,"0.31445298056371945%","treatment",36,"0.3847777068455351%","have",63,"0.22366008263199272%","2",41,"0.2786649075056869%","blood",54,"0.24284191360493892%","mild",71,"0.7372938795797703%","-",78,"0.16978516715616365%","2",54,"0.2539515460483242%","day",92,"0.2070828323738934%","-",72,"0.2428265917688421%","group",68,"0.19564324252654539%","group",75,"0.2580025797082383%","caregivers",57,"0.24497095314792391%","at",31,"0.19184150310806244%","program",34,"0.17783048379826163%","by",11,"0.4598268922398216%","patient",20,"0.2840656626821464%"
"families",2,"0.7168458781362007%","pet",3,"0.5514705882352942%","day",8,"0.28144574233959707%","ampa",4,"0.54421768707483%","throughout",6,"0.39927954349835826%","clinical",5,"0.8414264426288475%","acetylcholine",10,"0.22175999066273722%","safety",12,"0.2287364996559577%","months",22,"0.34020471741257247%","information",14,"0.162315128320463%","from",26,"0.2052284408270801%","day",31,"0.27135502720138205%","an",28,"0.2665679616300004%","pdc",34,"0.04562533548040794%","may",52,"0.15418757394773544%","evaluate",36,"0.6968760362681375%","data",63,"0.15455487843278962%","each",41,"0.2180788388028876%","memory",52,"0.22043617906722576%","1",70,"0.32702685762682165%","3",72,"0.1814031536296288%","dose",51,"0.4846843274622464%","from",92,"0.2446957535351412%","1",67,"0.29428951422140914%","after",61,"0.19780115701468967%","have",71,"0.18740219943875602%","care",53,"0.16048755371358298%","after",30,"0.17256251283847177%","data",33,"0.18275369590351973%","data",11,"0.20371004669106382%","clinical",19,"0.33662994740259083%"
"normal",2,"0.7168458781362007%","measure",3,"0.5514705882352942%","on",8,"0.6944245328994828%","cx516",4,"0.54421768707483%","assessment",6,"0.39927954349835826%","period",5,"0.270038684611563%","daily",10,"0.20159303677413798%","which",12,"0.2483813884169043%","randomized",21,"0.3080571925688734%","at",14,"0.45128114008809966%","data",24,"0.16136043679674028%","1",29,"0.3054235706478815%","effects",26,"0.420596929497535%","health",33,"0.09063390566684976%","who",48,"0.21291413674853296%","drug",33,"0.2529254616884691%","memory",57,"0.14416623077345134%","training",41,"0.18538784463624933%","weeks",51,"0.2895049462941225%","from",60,"0.2649987750837295%","1",72,"0.22246585432337646%","have",51,"0.21816472040613571%","treatment",81,"0.3865588878811451%","2",64,"0.23814379666900423%","1",53,"0.27360726631826643%","after",67,"0.2788239061933756%","from",52,"0.18782828051097733%","which",29,"0.19049279791352453%","cognitive",32,"0.6366391611215171%","alzheimer",10,"0.38237985277384134%","day",18,"0.30659972149495723%"
"will",2,"0.7168458781362007%","using",3,"0.5514705882352942%","changes",8,"0.21770328988206086%","study",4,"0.932174850138075%","blood",6,"0.6428341966071918%","starting",5,"0.30911404982667284%","an",10,"0.2556911709266356%","associated",12,"0.6860317557022341%","by",21,"0.404819347045207%","cognitive",13,"0.44390572687214747%","genetic",23,"0.1047193526767062%","safety",26,"0.6083134643572039%","have",26,"0.261575662552542%","healthy",32,"0.8388448262115341%","weeks",46,"0.20513092181443543%","who",31,"0.19417789940189645%","imaging",57,"0.22644138420510057%","1",40,"0.2823976152975826%","clinical",51,"0.3151813360164391%","weeks",57,"0.26347124093834534%","dose",67,"0.37886412918843493%","day",49,"0.2609654523392103%","dose",79,"0.43476352624010206%","have",60,"0.27262446433965554%","clinical",53,"0.36396608693139376%","2",67,"0.25837971404045423%","3",52,"0.15461121992106652%","from",29,"0.27360527519030803%","adults",31,"0.25465912250354633%","pet",10,"0.16600265604249667%","weeks",18,"0.24636592815276956%"
"used",2,"0.7168458781362007%","young",3,"0.5514705882352942%","from",8,"0.47535708874379523%","effectiveness",4,"0.38705137227304715%","by",6,"0.6446937819727863%","increasing",5,"0.30911404982667284%","patient",10,"0.3248844872280942%","determine",12,"0.290186325761994%","as",21,"0.3390054001390523%","studies",12,"0.16238658114714244%","may",23,"0.1902410473743932%","subjects",25,"0.34202607563605647%","may",26,"0.24625146107922724%","safety",30,"1.1515889896690341%","purpose",42,"0.5603190220939733%","2",30,"0.19766258597701472%","2",56,"0.21974426910060138%","from",40,"0.1678619733149867%","which",49,"0.20176389770460487%","these",56,"0.178511461047546%","group",65,"0.13887693943453436%","their",49,"0.11680391610714534%","caregivers",79,"0.15972174171544906%","evaluate",58,"0.6346097258433416%","from",53,"0.19910988985484057%","mild",59,"0.360736212596964%","treatment",51,"0.3311353124335039%","have",28,"0.15619974658051186%","from",30,"0.20662359019852303%","brain",10,"0.16600265604249667%","subjects",18,"0.3193680549225658%"
"which",2,"0.7168458781362007%","old",3,"0.5514705882352942%","double-blind",7,"0.2739383749369233%","or",4,"0.5810299538046697%","have",5,"0.3318031602325013%","weeks",5,"0.3286517324342278%","dose",10,"0.23133524007173367%","placebo",11,"0.324135458254975%","effectiveness",20,"0.3848270869919806%","if",12,"0.3471968992974986%","-",23,"0.11057714459376254%","3",25,"0.2201125131250205%","attention",26,"0.06724019707854019%","from",30,"0.19507249207495134%","1",41,"0.19880955548209714%","efficacy",30,"0.3901725658021334%","safety",55,"0.8310889869215741%","care",40,"0.14767404755210792%","dementia",48,"0.2219674864002368%","dose",55,"0.23559280474339406%","it",61,"0.1532452224474311%","subjects",48,"0.41074745123775325%","investigators",75,"0.15538380861241344%","clinical",57,"0.3569120078995173%","caregivers",51,"0.1396285657585959%","clinical",57,"0.2734333388767357%","have",50,"0.1635962005561648%","ad",27,"0.17062952925915856%","at",28,"0.23847745558237587%","eye-tar",10,"0.3770739064856712%","ad",18,"0.43833349651159503%"
"marked",1,"0.35842293906810035%","incorporation",3,"0.5514705882352942%","patient",7,"0.3905809915795399%","caregiver",4,"0.2298850574712644%","effective",5,"0.3318031602325013%","months",5,"0.34818941504178275%","by",10,"0.25446276377423654%","an",11,"0.22397375426358615%","memory",20,"0.4975201888693468%","reminiscence",12,"0.10911074740861976%","these",22,"0.1642556153231184%","2",25,"0.29709714415349325%","2",25,"0.2530662198186232%","memory",30,"0.22662974903726815%","caregiver",41,"0.12714945259046437%","has",30,"0.10769360656595685%","dose",52,"0.32630225383984696%","participants",40,"0.18250991442861061%","effects",46,"0.28282522115099534%","efficacy",54,"0.44518763871365863%","2",60,"0.14343082005897345%","part",48,"0.24812886109375282%","their",73,"0.1794167530982627%","amyloid",56,"0.1522611838238539%","has",50,"0.14919272285674534%","intervention",57,"0.2601652252035555%","investigators",50,"0.18940531288462273%","group",27,"0.34652161581953467%","control",27,"0.23052681095841293%","ma",10,"0.3770739064856712%","their",18,"0.1969591126388957%"
"by",1,"0.35842293906810035%","k",3,"0.5514705882352942%","an",7,"0.2887277176521887%","all",4,"0.2298850574712644%","administered",5,"0.45451027946971534%","from",5,"0.28957636721911795%","randomized",10,"0.2604734350275077%","risk",11,"0.21226484206134516%","weeks",20,"0.40206522352028895%","on",11,"0.20166855308360235%","not",22,"0.18418193252958207%","placebo",25,"0.30449323754176866%","1",24,"0.16421737545216206%","mg",28,"0.31795528405741497%","from",40,"0.16638500510074522%","participants",30,"0.1473354788879657%","mild",52,"0.45101189565543104%","have",38,"0.15985850701057702%","participants",44,"0.27607234744164827%","clinical",54,"0.2114856748819141%","effects",60,"0.21516020569515984%","clinical",47,"0.27553937393014394%","3",73,"0.20680615906466737%","safety",55,"0.5083779338885812%","their",50,"0.11407170350549833%","which",57,"0.13196197469542076%","health",49,"0.17345576319485118%","day",26,"0.14260860721135882%","facilitators",27,"0.0370838369409955%","all",9,"0.2511167451406495%","agitation",18,"0.4028066641338952%"
